epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,76.2014,1.73124,1.50865,1.14919,0.27651,0.36447,0.23135,0.10344,1.89593,1.74075,1.20408,0.000676802,0.000676802,0.000676802
32,78.1707,1.7046,1.53895,1.13691,0.24157,0.36344,0.21651,0.09472,1.95218,1.74811,1.21857,0.000643795,0.000643795,0.000643795
33,80.0941,1.72278,1.50163,1.128,0.20724,0.3796,0.20225,0.08591,2.02713,1.75668,1.24403,0.000610789,0.000610789,0.000610789
34,82.1649,1.69197,1.53127,1.13373,0.20747,0.37282,0.20507,0.09194,1.93946,1.75297,1.22069,0.000577782,0.000577782,0.000577782
35,84.1331,1.67616,1.46717,1.11453,0.20524,0.34149,0.21055,0.09854,1.87584,1.73555,1.20265,0.000544776,0.000544776,0.000544776
36,86.0795,1.68768,1.4879,1.12837,0.23795,0.36493,0.22757,0.10649,1.8608,1.67395,1.19927,0.000511769,0.000511769,0.000511769
37,88.0513,1.74227,1.5153,1.12384,0.28608,0.33706,0.24483,0.11269,1.88207,1.62689,1.20148,0.000478762,0.000478762,0.000478762
38,89.9756,1.68292,1.49221,1.12065,0.25937,0.38137,0.26119,0.11631,1.90923,1.61194,1.20329,0.000445756,0.000445756,0.000445756
39,91.9406,1.66862,1.46519,1.12333,0.2745,0.39026,0.25155,0.11168,1.88902,1.63013,1.20272,0.000412749,0.000412749,0.000412749
40,93.9807,1.65988,1.45017,1.13751,0.26083,0.37107,0.24751,0.10962,1.90031,1.61903,1.21073,0.000379743,0.000379743,0.000379743
41,98.1209,1.72985,2.25927,1.19103,0.24441,0.37424,0.24338,0.10775,1.90892,1.64318,1.21423,0.000346736,0.000346736,0.000346736
42,99.9984,1.72393,1.78822,1.16899,0.25244,0.36297,0.23696,0.10718,1.90879,1.65185,1.21012,0.000313729,0.000313729,0.000313729
43,101.938,1.70289,1.70869,1.14536,0.29165,0.34324,0.24115,0.11247,1.84492,1.65698,1.17954,0.000280723,0.000280723,0.000280723
44,103.901,1.67723,1.60505,1.16842,0.30724,0.35829,0.25401,0.12003,1.83081,1.65219,1.16853,0.000247716,0.000247716,0.000247716
45,106.37,1.6432,1.6053,1.14644,0.31032,0.38567,0.26716,0.12486,1.84659,1.64104,1.17195,0.00021471,0.00021471,0.00021471
46,108.334,1.62798,1.60147,1.13509,0.30544,0.3696,0.27422,0.12705,1.8539,1.6339,1.17553,0.000181703,0.000181703,0.000181703
47,110.852,1.69519,1.60601,1.15801,0.30929,0.35717,0.27566,0.12761,1.84319,1.62423,1.17611,0.000148696,0.000148696,0.000148696
48,113.002,1.62841,1.54167,1.1312,0.30652,0.36481,0.27668,0.12903,1.83444,1.62223,1.17668,0.00011569,0.00011569,0.00011569
49,115.024,1.64032,1.53256,1.15285,0.30729,0.36127,0.27507,0.12754,1.83128,1.62965,1.17828,8.26832e-05,8.26832e-05,8.26832e-05
50,117.002,1.63033,1.55769,1.14567,0.30119,0.36133,0.27369,0.12713,1.83179,1.63938,1.18069,4.96766e-05,4.96766e-05,4.96766e-05
